CUST_ID,OPEN_ACC_DUR,AGE,GENDER_CD,HASNT_HOME_ADDRESS_INF,HASNT_MOBILE_TEL_NUM_INF,LOCAL_CUR_SAV_SLOPE,LOCAL_CUR_MON_AVG_BAL,LOCAL_CUR_MON_AVG_BAL_PROP,LOCAL_CUR_ACCT_NUM,LOCAL_OVEONEYR_FF_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL_PROP,LOCAL_BELONEYR_FF_SLOPE,LOCAL_BELONEYR_FF_MON_AVG_BAL,LOCAL_OVEONEYR_FF_SLOPE,LOCAL_SAV_SLOPE,LOCAL_SAV_CUR_ALL_BAL,LOCAL_SAV_MON_AVG_BAL,SAV_SLOPE,SAV_CUR_ALL_BAL,SAV_MON_AVG_BAL,FR_SAV_CUR_ALL_BAL,ASSET_CUR_ALL_BAL,ASSET_MON_AVG_BAL,LOCAL_CUR_TRANS_TX_AMT,LOCAL_CUR_TRANS_TX_NUM,LOCAL_CUR_LASTSAV_TX_AMT,LOCAL_CUR_LASTSAV_TX_NUM,LOCAL_CUR_WITHDRAW_TX_AMT,LOCAL_CUR_WITHDRAW_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_AMT,LOCAL_FIX_WITHDRAW_TX_NUM,LOCAL_FIX_WITHDRAW_TX_AMT,LOCAL_FIX_CLOSE_ACC_TX_NUM,LOCAL_FIX_CLOSE_ACC_TX_AMT,L6M_INDFINA_ALL_TX_NUM,L6M_INDFINA_ALL_TX_AMT,POS_CONSUME_TX_AMT,POS_CONSUME_TX_NUM,ATM_ACCT_TX_NUM,ATM_ACCT_TX_AMT,ATM_NOT_ACCT_TX_NUM,ATM_ALL_TX_NUM,COUNTER_NOT_ACCT_TX_NUM,COUNTER_ACCT_TX_AMT,COUNTER_ACCT_TX_NUM,COUNTER_ALL_TX_NUM,NAT_DEBT_OPEN_ACC_DUR,FINA_OPEN_ACC_DUR,FUND_OPEN_ACC_DUR,TELEBANK_ALL_TX_NUM,CHURN_CUST_IND
7448,64,24,2,Y,N,-0.002734013,6532.9,0.093489909,2,63345.23,63345.23,0.906510091,0,0,0.002006061,0.001561004,69933.61,69878.13,0.001561004,69933.61,69878.13,0,69933.61,69878.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7449,73,24,2,Y,Y,0.000205751,194.45,0.00157879,3,101172.51,122969.46,0.99842121,-0.359274491,21796.95,-0.255683156,-0.276103626,123164.02,123163.91,-0.276103626,123164.02,123163.91,0,123164.02,123163.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7450,43,23,1,N,N,0.096948744,92374.69,1,1,0,0,0,0,0,0,0.096948744,92412.39,92374.69,0.096948744,92412.39,92374.69,0,92412.39,92374.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,68,23,1,Y,N,0.000209355,100042.31,1,1,0,0,0,0,0,0,0.000209355,100100.38,100042.31,0.000209355,100100.38,100042.31,0,100100.38,100042.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7452,43,23,2,Y,Y,-0.201786039,1798.4,0.012717513,1,139612.9,139612.9,0.987282487,0,0,0.057673485,0.053319244,141020.05,141411.3,0.053319244,141020.05,141411.3,0,141020.05,141411.3,0,0,55700.92,4,67300,4,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,135001,9,9,0,0,0,0,0
7453,104,22,2,Y,N,0.185284967,109848.24,0.355348102,2,0,109425.94,0.353982004,0.002130167,109425.94,0,0.086214846,109835.62,219274.18,0.086214846,109835.62,219274.18,0,201667.92,309128.54,200,1,0,0,200100,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,300,2,3,0,0,0,0,0
7454,64,22,2,Y,Y,0,0,0,0,210000,210000,1,0,0,-0.005786418,-0.005786418,210000,210000,-0.005786418,210000,210000,0,210000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,51,22,1,Y,N,1.872826342,127496.78,0.206865533,3,488830.06,488830.06,0.793134467,0,0,0,0.155879429,489567.57,616326.84,0.155879429,489567.57,616326.84,0,489567.57,616326.84,380000,2,0,0,410000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,790010,4,5,0,0,0,0,0
7456,67,18,2,Y,N,0,0,0,0,293986.47,293986.47,1,0,0,0,0,293986.47,293986.47,0,293986.47,293986.47,0,293986.47,293986.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7457,78,89,1,Y,N,0.000207806,3321.09,0.062284736,1,50000,50000,0.937715264,0,0,0,1.29E-05,53323.02,53321.09,1.29E-05,53323.02,53321.09,0,53323.02,53321.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,62,88,2,N,N,-0.013738219,76580.16,1,1,0,0,0,0,0,0,-0.013738219,76597.13,76580.16,-0.013738219,76597.13,76580.16,0,76597.13,76580.16,0,0,0,0,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,1,1,0,0,0,0,0
7459,90,86,2,Y,N,0,0,0,0,114000,114000,1,0,0,0,0,114000,114000,0,114000,114000,0,114000,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,76,86,2,Y,N,-0.350774044,15144.39,0.315381381,1,32874.9,32874.9,0.684618619,0,0,0,-0.145590688,50584.24,48019.29,-0.145590688,50584.24,48019.29,0,50584.24,48019.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,57,85,1,Y,N,-0.633640135,646.42,0.009121025,1,70225,70225,0.990878975,0,0,0.001390325,-0.014195194,71209.32,70871.42,-0.014195194,71209.32,70871.42,0,71209.32,70871.42,0,0,0,0,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,1,0,0,0,0,0
7462,88,84,1,Y,N,0.20586184,10442.86,0.147652516,2,60283.06,60283.06,0.852347484,0,0,0.003087649,0.028627244,72288.04,70725.92,0.028627244,72288.04,70725.92,0,72288.04,70725.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7463,94,84,1,N,N,-0.000290182,11299.96,0.101527081,1,100000,100000,0.898472919,0,0,0,-2.95E-05,111306.28,111299.96,-2.95E-05,111306.28,111299.96,0,111306.28,111299.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,95,84,1,Y,N,-0.070309311,4440.9,0.040922727,1,104078.26,104078.26,0.959077273,0,0,0.079936676,0.072841478,111311.53,108519.16,0.072841478,111311.53,108519.16,0,111311.53,108519.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,96,83,1,Y,Y,-0.297602288,5677.86,0.066269862,6,60000,60000,0.700297603,0,0,0,-0.035334238,60365.35,65677.86,-0.035334238,60365.35,65677.86,0,80365.35,85677.86,0,0,0,0,6500,4,0,0,0,0,0,0,0,0,5326,4,4,6500,3,7,0,0,0,0,0,0,0,0,0
7466,42,83,1,N,N,-0.040498348,6969.82,0.084355602,1,75654.45,75654.45,0.915644398,0,0,0.050898121,0.042521237,83910.03,82624.27,0.042521237,83910.03,82624.27,0,83910.03,82624.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7467,114,83,1,Y,N,0.008327488,11197.87,0.103094795,1,97419.35,97419.35,0.896905205,0,0,0.016549774,0.015695905,110123.19,108617.22,0.015695905,110123.19,108617.22,0,110123.19,108617.22,0,0,0,0,4077.13,1,1,15000,0,0,1,10000,0,0,0,0,0,0,0,0,0,29077,3,3,0,0,0,0,0
7468,129,82,2,Y,N,0.271641023,839.69,0.012711671,1,54476.15,65216.93,0.987288329,0,10740.78,-0.001463451,0.001509011,66215.01,66056.62,0.001509011,66215.01,66056.62,0,66215.01,66056.62,0,0,0,0,1261,1,1,15000,1,15337.5,0,0,0,0,0,0,0,0,0,0,1,31599,3,4,0,0,0,0,0
7469,132,82,2,N,N,-0.243241521,3562.66,0.027512775,1,125928.46,125928.46,0.972487225,0,0,0.016163598,0.006669742,129641.17,129491.12,0.006669742,129641.17,129491.12,0,129641.17,129491.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470,112,82,1,Y,N,0.079606744,15749.26,0.202754736,2,61927.15,61927.15,0.797245264,0,0,0,0.015177394,77188.05,77676.41,0.015177394,77188.05,77676.41,0,77188.05,77676.41,0,0,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,1,0,0,0,0,0
7471,88,82,2,Y,N,0.000209468,5300.26,0.090648819,2,53170,53170,0.909351181,0,0,0,1.90E-05,58473.34,58470.26,1.90E-05,58473.34,58470.26,0,58473.34,58470.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7472,46,82,1,Y,N,0,0,0,0,0,57498.85,1,0.137455661,57498.85,0,0.137455661,57498.85,57498.85,0.137455661,57498.85,57498.85,0,57498.85,57498.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473,114,81,1,Y,N,-0.837920489,469.05,0.002485207,2,153405.08,153405.08,0.812798988,0,0,0.00111986,-0.014432441,153786.92,153874.13,-0.014432441,153786.92,153874.13,0,189356.24,188736.8,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,2,0,0,0,0,0
7474,64,81,1,Y,N,0,0,0,0,328752.07,363752.07,1,1.5,35000,-0.054502151,0.005666147,363632.31,363752.07,0.005666147,363632.31,363752.07,0,363632.31,363752.07,0,0,0,0,0,0,1,55000,1,56237.5,0,0,0,0,0,0,0,0,0,0,0,111238,2,2,0,0,0,0,0
7475,59,80,2,Y,N,0.400413398,264.23,0.001319407,2,200000,200000,0.998680593,0,0,0.006711393,0.007084949,200053.88,200264.23,0.007084949,200053.88,200264.23,0,200053.88,200264.23,0,0,0,0,2210,1,1,30000,0,0,1,30000,0,0,0,0,0,0,0,0,1,62210,3,4,0,0,0,0,0
7476,64,80,1,Y,N,0,0,0,0,235761.56,235761.56,1,0,0,0.00244295,0.00244295,228694.98,235761.56,0.00244295,228694.98,235761.56,0,228694.98,235761.56,0,0,0,0,0,0,1,10000,0,0,1,10000,0,0,0,0,0,0,0,0,0,20000,2,2,0,0,0,0,0
7477,48,80,1,N,N,1.90322621,37096.96,0.24731277,2,112903.22,112903.22,0.75268723,0,0,-0.177223485,8.00E-07,150000.5,150000.18,8.00E-07,150000.5,150000.18,0,150000.5,150000.18,0,0,0,0,0,0,0,0,0,0,2,100000,0,0,0,0,0,0,0,0,0,200000,4,4,0,0,0,0,0
7478,278,79,1,Y,N,-0.208239256,4407.93,0.068556906,1,0,59888,0.931443094,0.161302983,59888,0,0.12529589,64433.37,64295.93,0.12529589,64433.37,64295.93,0,64433.37,64295.93,0,0,0,0,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0,0,0,0,0
7479,119,79,1,N,N,0.298065527,10284.69,0.186031431,2,45000,45000,0.813968569,0,0,-0.000222173,0.044425897,56284.33,55284.69,0.044425897,56284.33,55284.69,0,56284.33,55284.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7480,114,78,1,Y,N,-0.280445702,971.24,0.01067549,2,90007.25,90007.25,0.98932451,0,0,0.247934142,0.238227457,90245.21,90978.49,0.238227457,90245.21,90978.49,0,90245.21,90978.49,0,0,220,1,2300,1,1,10000,0,0,1,10225,0,0,0,0,0,0,0,0,2,22745,4,6,0,0,0,0,0
7481,75,78,2,Y,N,0,5.68,4.54E-05,2,125000,125000,0.999954562,0,0,0,0,125005.68,125005.68,0,125005.68,125005.68,0,125005.68,125005.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7482,43,78,2,Y,Y,0,0,0,0,75993.77,75993.77,1,0,0,0.028623804,0.028623804,92767.96,75993.77,0.028623804,92767.96,75993.77,0,92767.96,75993.77,0,0,0,0,0,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1,0,0,0,0,0
7483,113,78,2,Y,N,0.067823044,1122.88,0.015787887,1,70000,70000,0.984212113,0,0,0,0.001003778,70078.59,71122.88,0.001003778,70078.59,71122.88,0,70078.59,71122.88,0,0,0,0,3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,1,2,0,0,0,0,0
7484,89,78,1,Y,N,0.091397187,796.84,0.010419809,1,75676.73,75676.73,0.989580191,0,0,0.091332845,0.091333515,76529.5,76473.57,0.091333515,76529.5,76473.57,0,76529.5,76473.57,0,0,0,0,1527.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,1,1,0,0,0,0,0
7485,104,77,1,Y,N,1.13253012,302.67,0.003017567,1,100000,100000,0.996982433,0,0,0,0.001605122,100294.02,100302.67,0.001605122,100294.02,100302.67,0,100294.02,100302.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,99,77,1,N,N,0.000350631,28.53,0.000237693,2,120000,120000,0.999762307,0,0,0,8.33E-08,120028.54,120028.53,8.33E-08,120028.54,120028.53,0,120028.54,120028.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7487,43,77,2,Y,N,0,0,0,0,85000,85000,1,0,0,-0.001057704,-0.001057704,85000,85000,-0.001057704,85000,85000,0,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488,40,77,1,Y,N,0,0,0,0,125587.91,125587.91,1,0,0,0.050153943,0.050153943,126900,125587.91,0.050153943,126900,125587.91,0,126900,125587.91,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,0,0,0
7489,113,77,2,Y,N,-0.191957188,2846.25,0.012116748,1,232055.89,232055.89,0.987883252,0,0,0.013751149,0.010633714,235576.87,234902.14,0.010633714,235576.87,234902.14,0,235576.87,234902.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490,136,77,1,Y,N,0.182427155,16092.94,0.096158147,5,151266.15,151266.15,0.903841853,0,0,0.003725431,0.018527181,168308.5,167359.09,0.018527181,168308.5,167359.09,0,168308.5,167359.09,0,0,0,0,0,0,1,10000,0,0,1,10000,0,0,0,0,0,0,0,0,1,20000,2,3,0,0,0,0,0
7491,79,77,1,Y,N,0,0,0,0,50000,50000,1,0,0,0,0,50000,50000,0,50000,50000,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7492,75,77,2,Y,N,0.407026608,272.33,0.001610055,1,168870.96,168870.96,0.998389945,0,0,0.039845749,0.040282838,177266.61,169143.29,0.040282838,177266.61,169143.29,0,177266.61,169143.29,0,0,0,0,0,0,2,57000,0,0,2,39000,0,0,0,0,0,0,0,0,0,96000,4,4,0,0,0,0,0
7493,42,76,1,Y,N,0,1,8.88E-06,1,112663.93,112663.93,0.999991124,0,0,0,0,112664.93,112664.93,0,112664.93,112664.93,0,112664.93,112664.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7494,112,76,1,Y,N,-0.228139084,4798.86,0.043705918,3,105000,105000,0.956294082,0,0,-0.051290489,-0.06069657,107753.39,109798.86,-0.06069657,107753.39,109798.86,0,107753.39,109798.86,0,0,0,0,10025.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,0,0,0
7495,114,76,2,Y,N,-0.054555652,4602.13,0.081472778,2,51884.59,51884.59,0.918527222,0,0,0.000183518,-0.004512294,57157.09,56486.72,-0.004512294,57157.09,56486.72,0,57157.09,56486.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7496,63,76,2,Y,N,0,0,0,0,180000,180000,1,0,0,0.021437592,0.021437592,180000,180000,0.021437592,180000,180000,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7497,113,76,1,Y,N,0.04487332,14186.36,0.258884773,1,40611.61,40611.61,0.741115227,0,0,0.003395498,0.013814286,55950.83,54797.97,0.013814286,55950.83,54797.97,0,55950.83,54797.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7498,115,76,1,Y,N,-0.327110246,456.3,0.008179096,1,55332.26,55332.26,0.991820904,0,0,0.032703621,0.028206654,55639.31,55788.56,0.028206654,55639.31,55788.56,0,55639.31,55788.56,0,0,0,0,4500,2,1,2100,0,0,0,0,0,0,0,0,0,0,0,0,1,6600,3,4,0,0,0,0,0
7499,114,76,1,Y,N,-0.859449859,1614.38,0.022647234,2,69669.38,69669.38,0.977352766,0,0,0,-0.12164014,72152.31,71283.76,-0.12164014,72152.31,71283.76,0,72152.31,71283.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,40,75,1,N,N,-0.311939682,8283.51,0.026248364,2,60000,307298.44,0.973751636,0.084330393,247298.44,0,0.0515735,316368.89,315581.95,0.0515735,316368.89,315581.95,0,316368.89,315581.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,113,75,2,Y,N,0.111039614,5991.37,0.09772141,1,55319.35,55319.35,0.90227859,0,0,-0.014617919,-0.00360557,62042.93,61310.72,-0.00360557,62042.93,61310.72,0,62042.93,61310.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,114,75,2,Y,N,0.035015417,63933.72,1,1,0,0,0,0,0,0,0.035015417,64699.73,63933.72,0.035015417,64699.73,63933.72,0,64699.73,63933.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,86,75,1,Y,Y,-0.024664566,14638,0.226461215,1,50000,50000,0.773538785,0,0,0,-0.005694207,64646.75,64638,-0.005694207,64646.75,64638,0,64646.75,64638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7504,95,75,2,N,N,-0.064593864,2946.23,0.025856318,1,111000,111000,0.974143682,0,0,0.016276725,0.014009997,116705.4,113946.23,0.014009997,116705.4,113946.23,0,116705.4,113946.23,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,1,0,0,0,0,0
7505,114,75,2,N,N,-0.199659798,249.37,0.004500398,1,44838.71,55161.29,0.995499602,1.903221996,10322.58,-0.070164957,0.063761582,60067.48,55410.66,0.063761582,60067.48,55410.66,0,60067.48,55410.66,0,0,0,0,1500,1,1,20000,0,0,1,10000,0,0,0,0,0,0,0,0,1,31500,3,4,0,0,0,0,0
7506,106,75,1,Y,N,-0.093018449,1667.54,0.010994706,2,150000,150000,0.989005294,0,0,0.036866336,0.035236353,152706.47,151667.54,0.035236353,152706.47,151667.54,0,152706.47,151667.54,0,0,0,0,0,0,1,20000,0,0,1,20000,0,0,0,0,0,0,0,0,0,40000,2,2,0,0,0,0,0
7507,107,75,1,N,N,0.291655322,5075.96,0.058121216,2,82258.07,82258.07,0.941878784,0,0,0.016218366,0.028971401,92180.84,87334.03,0.028971401,92180.84,87334.03,0,92180.84,87334.03,0,0,0,0,5000,1,1,20000,0,0,1,10000,0,0,0,0,0,0,1,1,0,35000,3,3,0,0,0,0,0
7508,134,75,1,Y,N,-0.193867637,10487.25,0.08704033,2,110000,110000,0.91295967,0,0,0.136624543,0.097462526,121455.76,120487.25,0.097462526,121455.76,120487.25,0,121455.76,120487.25,0,0,0,0,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,1,2,0,0,0,0,0
7509,114,75,2,Y,N,0.3368652,7244.78,0.100281017,1,65000,65000,0.899718983,0,0,0,0.025924027,72854.46,72244.78,0.025924027,72854.46,72244.78,0,72854.46,72244.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,77,74,1,N,N,0,7.41,8.62E-05,1,86000,86000,0.999913845,0,0,0,0,86007.42,86007.41,0,86007.42,86007.41,0,86007.42,86007.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7511,64,74,2,N,N,0.651216861,5575.02,0.100315214,1,50000,50000,0.899684786,0,0,0,0.041192619,56316.39,55575.02,0.041192619,56316.39,55575.02,0,56316.39,55575.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,60,74,1,Y,N,0,0,0,1,179677.42,179677.42,1,0,0,0.03660052,0.03660052,190000,179677.42,0.03660052,190000,179677.42,0,190000,179677.42,0,0,0,0,0,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1,0,0,0,0,0
7513,132,74,2,Y,N,-0.072363019,62487.64,0.230572389,2,208523.3,208523.3,0.769427611,0,0,0.034998343,0.008096661,271050.76,271010.94,0.008096661,271050.76,271010.94,0,271050.76,271010.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,115,74,1,Y,N,0.086771679,33461.7,0.239934692,1,106000,106000,0.760065308,0,0,0,0.019531398,140512.07,139461.7,0.019531398,140512.07,139461.7,0,140512.07,139461.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,95,74,1,Y,N,0.729684955,4353.79,0.044266622,1,57000,94000,0.955733378,0.348178356,37000,-0.133970377,0.026881007,100840.19,98353.79,0.026881007,100840.19,98353.79,0,100840.19,98353.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7516,77,74,1,Y,N,0,0,0,0,100000,100000,1,0,0,0,0,100000,100000,0,100000,100000,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,70,74,1,Y,N,0.281221706,65561.05,1,3,0,0,0,0,0,0,0.281221706,65521.75,65561.05,0.281221706,65521.75,65561.05,0,65521.75,65561.05,0,0,0,0,1940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1940,1,2,0,0,0,0,0
7518,114,74,2,Y,N,0.598045183,918.86,0.007383013,1,123537.1,123537.1,0.992616987,0,0,0.014815721,0.017557567,125226.77,124455.96,0.017557567,125226.77,124455.96,0,125226.77,124455.96,0,0,0,0,1900,1,1,14000,0,0,1,12000,0,0,0,0,0,0,0,0,0,27900,3,3,0,0,0,0,0
7519,105,74,1,Y,N,0.246181263,97.9,0.001362109,1,0,71775.96,0.998637891,-0.234199842,71775.96,0,-0.233797532,67011.58,71873.86,-0.233797532,67011.58,71873.86,0,67011.58,71873.86,0,0,0,0,0,0,0,0,7,38628.41,0,0,0,0,0,0,0,0,0,0,0,38628,7,7,0,0,0,0,0
7520,55,74,2,N,N,0.052345399,892.21,0.011418123,1,35000,77247.6,0.988581877,0.00334364,42247.6,0,0.002375356,80024.41,78139.81,0.002375356,80024.41,78139.81,0,80024.41,78139.81,0,0,0,0,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1800,1,2,0,0,0,0,0
7521,58,74,1,Y,N,0,0,0,1,50254.35,56222.09,1,0,0,0.048950107,-0.017063335,54424.83,56222.09,-0.017063335,54424.83,56222.09,0,54424.83,56222.09,0,0,0,0,0,0,2,7000,0,0,1,12000,0,0,0,0,0,0,0,0,0,29000,4,4,0,0,0,0,0
7522,85,74,1,N,N,-0.606520695,335.87,0.003188562,2,105000,105000,0.996811438,0,0,0.046511663,0.041002829,105068.82,105335.87,0.041002829,105068.82,105335.87,0,105068.82,105335.87,0,0,0,0,2400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,1,2,0,0,0,0,0
7523,74,74,1,Y,N,0.330312007,7984.24,0.05786342,2,130000,130000,0.94213658,0,0,0,0.014576721,138752.78,137984.24,0.014576721,138752.78,137984.24,0,138752.78,137984.24,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,1,0,0,0,0,0
7524,100,73,2,Y,N,0.031210894,2241.44,0.016417579,1,119485.39,134285.39,0.983582421,0.582699808,14800,0.003861854,0.045778398,138271.76,136526.83,0.045778398,138271.76,136526.83,0,138271.76,136526.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,95,73,1,Y,N,0.11642598,10725.75,0.151378186,1,30000,60128.25,0.848621814,0.001184011,30128.25,0,0.016559005,73479.12,70854,0.016559005,73479.12,70854,0,73479.12,70854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,112,73,1,Y,N,-0.197466656,8192.14,0.032475984,2,224060.11,244060.11,0.967524016,0.730768565,20000,0.000679252,0.026787079,252457.21,252252.25,0.026787079,252457.21,252252.25,0,252457.21,252252.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,53,73,2,N,N,-0.139421535,4562.46,0.075813333,2,55617.72,55617.72,0.924186667,0,0,0.113179934,0.088947452,59987.6,60180.18,0.088947452,59987.6,60180.18,0,59987.6,60180.18,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,1,0,0,0,0,0
7528,95,73,1,Y,N,-0.050888588,9660.54,0.034543808,1,270000,270000,0.965456192,0,0,0.014613783,0.012200676,282886.15,279660.54,0.012200676,282886.15,279660.54,0,282886.15,279660.54,0,0,0,0,0,0,1,20000,0,0,1,20000,0,0,0,0,0,0,0,0,0,40000,2,2,0,0,0,0,0
7529,120,73,1,Y,N,0.001227319,5057.86,0.036287662,2,134324.5,134324.5,0.963712338,0,0,0,4.45E-05,139376.58,139382.36,4.45E-05,139376.58,139382.36,0,139376.58,139382.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7530,166,73,2,Y,N,-0.318410311,158.64,0.001448391,2,109369.76,109369.76,0.998551609,0,0,0.288787863,0.287127072,140349.98,109528.4,0.287127072,140349.98,109528.4,0,140349.98,109528.4,0,0,0,0,1550,1,1,64000,0,0,0,0,0,0,0,0,0,0,0,0,4,65550,2,6,0,0,0,0,0
